"holiday_yn","pick_rgn2_nm","rider_cnt","datetime","hour_reg","reg_date","day_of_reg","rain_group","rider_cnt_w_1","rider_cnt_w_2","rider_cnt_w_3","rider_cnt_w_4","order_cnt_w_1","group_s"
"N","중구",9,2023-04-11 14:00:00,14,2023-04-11,"화요일","no",6,5,6,10,7,"A"
"N","중구",6,2023-04-11 15:00:00,15,2023-04-11,"화요일","no",6,9,7,11,8,"A"
"N","중구",8,2023-04-11 16:00:00,16,2023-04-11,"화요일","no",8,9,8,2,12,"A"
"N","중구",17,2023-04-11 17:00:00,17,2023-04-11,"화요일","no",21,14,17,19,25,"A"
"N","중구",30,2023-04-11 18:00:00,18,2023-04-11,"화요일","no",23,23,25,19,33,"A"
"N","중구",19,2023-04-11 19:00:00,19,2023-04-11,"화요일","no",24,21,25,18,33,"A"
"N","중구",19,2023-04-11 20:00:00,20,2023-04-11,"화요일","no",14,7,13,17,14,"A"
"N","중구",9,2023-04-11 21:00:00,21,2023-04-11,"화요일","no",8,9,15,12,10,"A"
"N","중구",7,2023-04-11 22:00:00,22,2023-04-11,"화요일","no",9,6,9,6,12,"A"
"N","중구",5,2023-04-11 23:00:00,23,2023-04-11,"화요일","no",4,4,2,8,4,"A"
"N","중구",5,2023-04-12 09:00:00,9,2023-04-12,"수요일","no",4,4,2,4,4,"A"
"N","중구",6,2023-04-12 10:00:00,10,2023-04-12,"수요일","no",3,5,6,4,4,"A"
"N","중구",22,2023-04-12 11:00:00,11,2023-04-12,"수요일","no",22,18,20,24,20,"A"
"N","중구",15,2023-04-12 12:00:00,12,2023-04-12,"수요일","no",18,19,14,22,26,"A"
"N","중구",14,2023-04-12 13:00:00,13,2023-04-12,"수요일","no",14,13,12,15,19,"A"
"N","중구",8,2023-04-12 14:00:00,14,2023-04-12,"수요일","no",11,7,9,8,15,"A"
"N","중구",8,2023-04-12 15:00:00,15,2023-04-12,"수요일","no",12,5,8,8,13,"A"
"N","중구",13,2023-04-12 16:00:00,16,2023-04-12,"수요일","no",12,10,13,13,15,"A"
"N","중구",19,2023-04-12 17:00:00,17,2023-04-12,"수요일","no",15,20,18,19,20,"A"
"N","중구",20,2023-04-12 18:00:00,18,2023-04-12,"수요일","no",30,26,22,32,40,"A"
"N","중구",18,2023-04-12 19:00:00,19,2023-04-12,"수요일","no",29,20,22,21,35,"A"
"N","중구",16,2023-04-12 20:00:00,20,2023-04-12,"수요일","no",15,14,15,13,15,"A"
"N","중구",13,2023-04-12 21:00:00,21,2023-04-12,"수요일","no",10,14,13,11,18,"A"
"N","중구",7,2023-04-12 22:00:00,22,2023-04-12,"수요일","no",11,12,9,12,12,"A"
"N","중구",8,2023-04-12 23:00:00,23,2023-04-12,"수요일","no",4,5,3,8,6,"A"
"N","중구",3,2023-04-13 09:00:00,9,2023-04-13,"목요일","no",1,1,4,1,2,"A"
"N","중구",4,2023-04-13 10:00:00,10,2023-04-13,"목요일","no",2,10,4,10,2,"A"
"N","중구",17,2023-04-13 11:00:00,11,2023-04-13,"목요일","no",21,18,21,22,31,"A"
"N","중구",12,2023-04-13 12:00:00,12,2023-04-13,"목요일","no",33,18,15,24,40,"A"
"N","중구",10,2023-04-13 13:00:00,13,2023-04-13,"목요일","no",11,9,10,14,14,"A"
"N","중구",8,2023-04-13 14:00:00,14,2023-04-13,"목요일","no",16,8,9,7,23,"A"
"N","중구",13,2023-04-13 15:00:00,15,2023-04-13,"목요일","no",5,7,9,12,6,"A"
"N","중구",8,2023-04-13 16:00:00,16,2023-04-13,"목요일","no",11,9,9,9,15,"A"
"N","중구",12,2023-04-13 17:00:00,17,2023-04-13,"목요일","no",10,18,11,27,11,"A"
"N","중구",23,2023-04-13 18:00:00,18,2023-04-13,"목요일","no",30,32,24,27,34,"A"
"N","중구",23,2023-04-13 19:00:00,19,2023-04-13,"목요일","no",18,20,25,14,22,"A"
"N","중구",14,2023-04-13 20:00:00,20,2023-04-13,"목요일","no",20,22,14,13,26,"A"
"N","중구",7,2023-04-13 21:00:00,21,2023-04-13,"목요일","no",11,17,14,9,14,"A"
"N","중구",11,2023-04-13 22:00:00,22,2023-04-13,"목요일","no",10,15,10,8,13,"A"
"N","중구",6,2023-04-13 23:00:00,23,2023-04-13,"목요일","no",4,6,6,7,4,"A"
"N","중구",2,2023-04-14 09:00:00,9,2023-04-14,"금요일","no",3,3,4,2,6,"A"
"N","중구",7,2023-04-14 10:00:00,10,2023-04-14,"금요일","no",5,4,8,9,5,"A"
"N","중구",20,2023-04-14 11:00:00,11,2023-04-14,"금요일","no",21,28,19,23,26,"A"
"N","중구",20,2023-04-14 12:00:00,12,2023-04-14,"금요일","no",11,14,15,17,20,"A"
"N","중구",12,2023-04-14 13:00:00,13,2023-04-14,"금요일","no",11,12,12,9,13,"A"
"N","중구",11,2023-04-14 14:00:00,14,2023-04-14,"금요일","no",9,16,4,9,11,"A"
"N","중구",11,2023-04-14 15:00:00,15,2023-04-14,"금요일","no",9,8,11,8,9,"A"
"N","중구",10,2023-04-14 16:00:00,16,2023-04-14,"금요일","no",10,10,10,10,13,"A"
"N","중구",17,2023-04-14 17:00:00,17,2023-04-14,"금요일","no",15,17,14,20,20,"A"
"N","중구",32,2023-04-14 18:00:00,18,2023-04-14,"금요일","no",24,26,29,30,31,"A"
"N","중구",20,2023-04-14 19:00:00,19,2023-04-14,"금요일","no",28,22,21,19,35,"A"
"N","중구",19,2023-04-14 20:00:00,20,2023-04-14,"금요일","no",22,21,18,23,31,"A"
"N","중구",16,2023-04-14 21:00:00,21,2023-04-14,"금요일","no",15,13,16,14,20,"A"
"N","중구",12,2023-04-14 22:00:00,22,2023-04-14,"금요일","no",18,17,6,15,24,"A"
"N","중구",11,2023-04-14 23:00:00,23,2023-04-14,"금요일","no",7,6,10,8,10,"A"
"Y","중구",3,2023-04-15 09:00:00,9,2023-04-15,"토요일","no",4,4,5,5,5,"E"
"Y","중구",15,2023-04-15 10:00:00,10,2023-04-15,"토요일","no",11,10,6,5,14,"E"
"Y","중구",22,2023-04-15 11:00:00,11,2023-04-15,"토요일","no",22,19,20,17,27,"E"
"Y","중구",29,2023-04-15 12:00:00,12,2023-04-15,"토요일","no",28,18,26,24,37,"E"
"Y","중구",29,2023-04-15 13:00:00,13,2023-04-15,"토요일","no",23,22,21,20,31,"E"
"Y","중구",17,2023-04-15 14:00:00,14,2023-04-15,"토요일","no",9,23,11,15,10,"E"
"Y","중구",15,2023-04-15 15:00:00,15,2023-04-15,"토요일","no",16,19,9,10,23,"E"
"Y","중구",16,2023-04-15 16:00:00,16,2023-04-15,"토요일","no",11,15,11,14,18,"E"
"Y","중구",28,2023-04-15 17:00:00,17,2023-04-15,"토요일","no",18,19,15,21,23,"E"
"Y","중구",29,2023-04-15 18:00:00,18,2023-04-15,"토요일","no",41,21,20,32,48,"E"
"Y","중구",30,2023-04-15 19:00:00,19,2023-04-15,"토요일","no",26,27,22,22,37,"E"
"Y","중구",14,2023-04-15 20:00:00,20,2023-04-15,"토요일","no",20,18,25,20,20,"E"
"Y","중구",16,2023-04-15 21:00:00,21,2023-04-15,"토요일","no",14,24,20,20,16,"E"
"Y","중구",13,2023-04-15 22:00:00,22,2023-04-15,"토요일","no",10,11,10,10,16,"E"
"Y","중구",11,2023-04-15 23:00:00,23,2023-04-15,"토요일","no",5,9,12,10,7,"E"
"Y","중구",2,2023-04-16 09:00:00,9,2023-04-16,"일요일","no",4,4,5,1,4,"E"
"Y","중구",11,2023-04-16 10:00:00,10,2023-04-16,"일요일","no",10,7,6,7,12,"E"
"Y","중구",17,2023-04-16 11:00:00,11,2023-04-16,"일요일","no",17,17,17,25,23,"E"
"Y","중구",30,2023-04-16 12:00:00,12,2023-04-16,"일요일","no",31,20,21,25,44,"E"
"Y","중구",24,2023-04-16 13:00:00,13,2023-04-16,"일요일","no",24,14,23,24,31,"E"
"Y","중구",12,2023-04-16 14:00:00,14,2023-04-16,"일요일","no",12,12,15,14,19,"E"
"Y","중구",15,2023-04-16 15:00:00,15,2023-04-16,"일요일","no",12,13,13,15,17,"E"
"Y","중구",12,2023-04-16 16:00:00,16,2023-04-16,"일요일","no",12,12,10,17,18,"E"
"Y","중구",21,2023-04-16 17:00:00,17,2023-04-16,"일요일","no",25,22,15,18,32,"E"
"Y","중구",35,2023-04-16 18:00:00,18,2023-04-16,"일요일","no",27,30,22,26,37,"E"
"Y","중구",23,2023-04-16 19:00:00,19,2023-04-16,"일요일","no",22,37,21,28,32,"E"
"Y","중구",26,2023-04-16 20:00:00,20,2023-04-16,"일요일","no",25,16,17,21,31,"E"
"Y","중구",15,2023-04-16 21:00:00,21,2023-04-16,"일요일","no",13,16,10,11,15,"E"
"Y","중구",6,2023-04-16 22:00:00,22,2023-04-16,"일요일","no",8,8,7,6,10,"E"
"Y","중구",4,2023-04-16 23:00:00,23,2023-04-16,"일요일","no",4,7,8,5,5,"E"
"N","중구",1,2023-04-17 09:00:00,9,2023-04-17,"월요일","no",4,4,2,1,4,"A"
"N","중구",7,2023-04-17 10:00:00,10,2023-04-17,"월요일","no",3,6,3,7,4,"A"
"N","중구",14,2023-04-17 11:00:00,11,2023-04-17,"월요일","no",15,17,17,18,26,"A"
"N","중구",21,2023-04-17 12:00:00,12,2023-04-17,"월요일","no",14,15,14,22,20,"A"
"N","중구",19,2023-04-17 13:00:00,13,2023-04-17,"월요일","no",13,16,11,10,17,"A"
"N","중구",5,2023-04-17 14:00:00,14,2023-04-17,"월요일","no",8,9,12,10,10,"A"
"N","중구",6,2023-04-17 15:00:00,15,2023-04-17,"월요일","no",6,9,7,7,7,"A"
"N","중구",8,2023-04-17 16:00:00,16,2023-04-17,"월요일","no",10,11,11,9,13,"A"
"N","중구",18,2023-04-17 17:00:00,17,2023-04-17,"월요일","no",15,19,20,21,18,"A"
"N","중구",22,2023-04-17 18:00:00,18,2023-04-17,"월요일","no",21,25,15,17,32,"A"
"N","중구",24,2023-04-17 19:00:00,19,2023-04-17,"월요일","no",21,26,20,22,26,"A"
"N","중구",17,2023-04-17 20:00:00,20,2023-04-17,"월요일","no",13,14,14,17,15,"A"
"N","중구",17,2023-04-17 21:00:00,21,2023-04-17,"월요일","no",11,13,10,9,16,"A"
"N","중구",8,2023-04-17 22:00:00,22,2023-04-17,"월요일","no",10,8,12,8,11,"A"
"N","중구",7,2023-04-17 23:00:00,23,2023-04-17,"월요일","no",3,7,3,7,5,"A"
"N","중구",1,2023-04-18 09:00:00,9,2023-04-18,"화요일","weak",3,3,3,3,3,"B"
"N","중구",7,2023-04-18 10:00:00,10,2023-04-18,"화요일","weak",5,5,5,5,6,"B"
"N","중구",14,2023-04-18 11:00:00,11,2023-04-18,"화요일","weak",16,16,16,16,25,"B"
"N","중구",16,2023-04-18 12:00:00,12,2023-04-18,"화요일","weak",10,10,10,10,15,"B"
"N","중구",11,2023-04-18 13:00:00,13,2023-04-18,"화요일","no",9,9,9,9,12,"B"
"N","중구",8,2023-04-18 14:00:00,14,2023-04-18,"화요일","no",9,9,9,9,10,"B"
"N","중구",8,2023-04-18 15:00:00,15,2023-04-18,"화요일","no",7,7,7,7,8,"B"
"N","중구",14,2023-04-18 16:00:00,16,2023-04-18,"화요일","no",12,12,12,12,16,"B"
"N","중구",19,2023-04-18 17:00:00,17,2023-04-18,"화요일","no",16,16,16,16,18,"B"
"N","중구",20,2023-04-18 18:00:00,18,2023-04-18,"화요일","no",16,16,16,16,25,"B"
"N","중구",22,2023-04-18 19:00:00,19,2023-04-18,"화요일","no",27,27,27,27,34,"B"
"N","중구",15,2023-04-18 20:00:00,20,2023-04-18,"화요일","no",13,13,13,13,17,"B"
"N","중구",10,2023-04-18 21:00:00,21,2023-04-18,"화요일","no",13,13,13,13,19,"B"
"N","중구",4,2023-04-18 22:00:00,22,2023-04-18,"화요일","no",10,10,10,10,14,"B"
"N","중구",3,2023-04-18 23:00:00,23,2023-04-18,"화요일","no",7,7,7,7,9,"B"
"N","중구",2,2023-04-19 09:00:00,9,2023-04-19,"수요일","no",5,4,4,2,6,"A"
"N","중구",12,2023-04-19 10:00:00,10,2023-04-19,"수요일","no",6,3,5,6,7,"A"
"N","중구",22,2023-04-19 11:00:00,11,2023-04-19,"수요일","no",22,22,18,20,34,"A"
"N","중구",17,2023-04-19 12:00:00,12,2023-04-19,"수요일","no",15,18,19,14,21,"A"
"N","중구",14,2023-04-19 13:00:00,13,2023-04-19,"수요일","no",14,14,13,12,19,"A"
"N","중구",8,2023-04-19 14:00:00,14,2023-04-19,"수요일","no",8,11,7,9,11,"A"
"N","중구",11,2023-04-19 15:00:00,15,2023-04-19,"수요일","no",8,12,5,8,12,"A"
"N","중구",10,2023-04-19 16:00:00,16,2023-04-19,"수요일","no",13,12,10,13,13,"A"
"N","중구",12,2023-04-19 17:00:00,17,2023-04-19,"수요일","no",19,15,20,18,22,"A"
"N","중구",33,2023-04-19 18:00:00,18,2023-04-19,"수요일","no",20,30,26,22,22,"A"
"N","중구",30,2023-04-19 19:00:00,19,2023-04-19,"수요일","no",18,29,20,22,21,"A"
"N","중구",21,2023-04-19 20:00:00,20,2023-04-19,"수요일","no",16,15,14,15,26,"A"
"N","중구",12,2023-04-19 21:00:00,21,2023-04-19,"수요일","no",13,10,14,13,5,"A"
"N","중구",8,2023-04-19 22:00:00,22,2023-04-19,"수요일","no",7,11,12,9,8,"A"
"N","중구",8,2023-04-19 23:00:00,23,2023-04-19,"수요일","no",8,4,5,3,9,"A"
"N","중구",3,2023-04-20 09:00:00,9,2023-04-20,"목요일","no",3,1,1,4,3,"A"
"N","중구",4,2023-04-20 10:00:00,10,2023-04-20,"목요일","no",4,2,10,4,7,"A"
"N","중구",20,2023-04-20 11:00:00,11,2023-04-20,"목요일","no",17,21,18,21,25,"A"
"N","중구",25,2023-04-20 12:00:00,12,2023-04-20,"목요일","no",12,33,18,15,18,"A"
"N","중구",20,2023-04-20 13:00:00,13,2023-04-20,"목요일","no",10,11,9,10,12,"A"
"N","중구",11,2023-04-20 14:00:00,14,2023-04-20,"목요일","no",8,16,8,9,9,"A"
"N","중구",11,2023-04-20 15:00:00,15,2023-04-20,"목요일","no",13,5,7,9,18,"A"
"N","중구",11,2023-04-20 16:00:00,16,2023-04-20,"목요일","no",8,11,9,9,10,"A"
"N","중구",14,2023-04-20 17:00:00,17,2023-04-20,"목요일","no",12,10,18,11,13,"A"
"N","중구",31,2023-04-20 18:00:00,18,2023-04-20,"목요일","no",23,30,32,24,30,"A"
"N","중구",22,2023-04-20 19:00:00,19,2023-04-20,"목요일","no",23,18,20,25,29,"A"
"N","중구",23,2023-04-20 20:00:00,20,2023-04-20,"목요일","no",14,20,22,14,20,"A"
"N","중구",15,2023-04-20 21:00:00,21,2023-04-20,"목요일","no",7,11,17,14,8,"A"
"N","중구",6,2023-04-20 22:00:00,22,2023-04-20,"목요일","no",11,10,15,10,14,"A"
"N","중구",5,2023-04-20 23:00:00,23,2023-04-20,"목요일","no",6,4,6,6,8,"A"
"N","중구",3,2023-04-21 09:00:00,9,2023-04-21,"금요일","no",2,3,3,4,5,"A"
"N","중구",4,2023-04-21 10:00:00,10,2023-04-21,"금요일","no",7,5,4,8,11,"A"
"N","중구",31,2023-04-21 11:00:00,11,2023-04-21,"금요일","no",20,21,28,19,26,"A"
"N","중구",15,2023-04-21 12:00:00,12,2023-04-21,"금요일","no",20,11,14,15,26,"A"
"N","중구",14,2023-04-21 13:00:00,13,2023-04-21,"금요일","no",12,11,12,12,15,"A"
"N","중구",14,2023-04-21 14:00:00,14,2023-04-21,"금요일","no",11,9,16,4,12,"A"
"N","중구",17,2023-04-21 15:00:00,15,2023-04-21,"금요일","no",11,9,8,11,18,"A"
"N","중구",14,2023-04-21 16:00:00,16,2023-04-21,"금요일","no",10,10,10,10,12,"A"
"N","중구",24,2023-04-21 17:00:00,17,2023-04-21,"금요일","no",17,15,17,14,27,"A"
"N","중구",35,2023-04-21 18:00:00,18,2023-04-21,"금요일","no",32,24,26,29,41,"A"
"N","중구",25,2023-04-21 19:00:00,19,2023-04-21,"금요일","no",20,28,22,21,29,"A"
"N","중구",25,2023-04-21 20:00:00,20,2023-04-21,"금요일","no",19,22,21,18,24,"A"
"N","중구",20,2023-04-21 21:00:00,21,2023-04-21,"금요일","no",16,15,13,16,17,"A"
"N","중구",14,2023-04-21 22:00:00,22,2023-04-21,"금요일","no",12,18,17,6,23,"A"
"N","중구",7,2023-04-21 23:00:00,23,2023-04-21,"금요일","no",11,7,6,10,13,"A"
"Y","중구",8,2023-04-22 09:00:00,9,2023-04-22,"토요일","no",3,4,4,5,4,"E"
"Y","중구",11,2023-04-22 10:00:00,10,2023-04-22,"토요일","no",15,11,10,6,21,"E"
"Y","중구",20,2023-04-22 11:00:00,11,2023-04-22,"토요일","no",22,22,19,20,31,"E"
"Y","중구",35,2023-04-22 12:00:00,12,2023-04-22,"토요일","no",29,28,18,26,36,"E"
"Y","중구",25,2023-04-22 13:00:00,13,2023-04-22,"토요일","no",29,23,22,21,41,"E"
"Y","중구",18,2023-04-22 14:00:00,14,2023-04-22,"토요일","no",17,9,23,11,27,"E"
"Y","중구",15,2023-04-22 15:00:00,15,2023-04-22,"토요일","no",15,16,19,9,22,"E"
"Y","중구",17,2023-04-22 16:00:00,16,2023-04-22,"토요일","no",16,11,15,11,21,"E"
"Y","중구",25,2023-04-22 17:00:00,17,2023-04-22,"토요일","no",28,18,19,15,36,"E"
"Y","중구",25,2023-04-22 18:00:00,18,2023-04-22,"토요일","no",29,41,21,20,40,"E"
"Y","중구",27,2023-04-22 19:00:00,19,2023-04-22,"토요일","no",30,26,27,22,38,"E"
"Y","중구",23,2023-04-22 20:00:00,20,2023-04-22,"토요일","no",14,20,18,25,18,"E"
"Y","중구",14,2023-04-22 21:00:00,21,2023-04-22,"토요일","no",16,14,24,20,32,"E"
"Y","중구",13,2023-04-22 22:00:00,22,2023-04-22,"토요일","no",13,10,11,10,21,"E"
"Y","중구",8,2023-04-22 23:00:00,23,2023-04-22,"토요일","no",11,5,9,12,14,"E"
"Y","중구",5,2023-04-23 09:00:00,9,2023-04-23,"일요일","no",2,4,4,5,4,"E"
"Y","중구",7.5,2023-04-23 10:00:00,10,2023-04-23,"일요일","no",11,10,7,6,14,"E"
"Y","중구",28,2023-04-23 11:00:00,11,2023-04-23,"일요일","no",17,17,17,17,28,"E"
"Y","중구",30,2023-04-23 12:00:00,12,2023-04-23,"일요일","no",30,31,20,21,35,"E"
"Y","중구",23,2023-04-23 13:00:00,13,2023-04-23,"일요일","no",24,24,14,23,30,"E"
"Y","중구",24,2023-04-23 14:00:00,14,2023-04-23,"일요일","no",12,12,12,15,15,"E"
"Y","중구",16,2023-04-23 15:00:00,15,2023-04-23,"일요일","no",15,12,13,13,16,"E"
"Y","중구",18,2023-04-23 16:00:00,16,2023-04-23,"일요일","no",12,12,12,10,14,"E"
"Y","중구",27,2023-04-23 17:00:00,17,2023-04-23,"일요일","no",21,25,22,15,28,"E"
"Y","중구",33,2023-04-23 18:00:00,18,2023-04-23,"일요일","no",35,27,30,22,45,"E"
"Y","중구",34,2023-04-23 19:00:00,19,2023-04-23,"일요일","no",23,22,37,21,36,"E"
"Y","중구",18,2023-04-23 20:00:00,20,2023-04-23,"일요일","no",26,25,16,17,37,"E"
"Y","중구",15,2023-04-23 21:00:00,21,2023-04-23,"일요일","no",15,13,16,10,24,"E"
"Y","중구",9,2023-04-23 22:00:00,22,2023-04-23,"일요일","no",6,8,8,7,7,"E"
"Y","중구",5,2023-04-23 23:00:00,23,2023-04-23,"일요일","no",4,4,7,8,4,"E"
"N","중구",2,2023-04-24 09:00:00,9,2023-04-24,"월요일","no",1,4,4,2,1,"A"
"N","중구",12,2023-04-24 10:00:00,10,2023-04-24,"월요일","no",7,3,6,3,9,"A"
"N","중구",26,2023-04-24 11:00:00,11,2023-04-24,"월요일","no",14,15,17,17,21,"A"
"N","중구",25,2023-04-24 12:00:00,12,2023-04-24,"월요일","no",21,14,15,14,29,"A"
"N","중구",16,2023-04-24 13:00:00,13,2023-04-24,"월요일","no",19,13,16,11,22,"A"
"N","중구",11,2023-04-24 14:00:00,14,2023-04-24,"월요일","no",5,8,9,12,6,"A"
"N","중구",13,2023-04-24 15:00:00,15,2023-04-24,"월요일","no",6,6,9,7,7,"A"
"N","중구",9,2023-04-24 16:00:00,16,2023-04-24,"월요일","no",8,10,11,11,11,"A"
"N","중구",21,2023-04-24 17:00:00,17,2023-04-24,"월요일","no",18,15,19,20,24,"A"
"N","중구",33,2023-04-24 18:00:00,18,2023-04-24,"월요일","no",22,21,25,15,36,"A"
"N","중구",19,2023-04-24 19:00:00,19,2023-04-24,"월요일","no",24,21,26,20,28,"A"
"N","중구",20,2023-04-24 20:00:00,20,2023-04-24,"월요일","no",17,13,14,14,19,"A"
"N","중구",18,2023-04-24 21:00:00,21,2023-04-24,"월요일","no",17,11,13,10,20,"A"
"N","중구",10,2023-04-24 22:00:00,22,2023-04-24,"월요일","no",8,10,8,12,9,"A"
"N","중구",3,2023-04-24 23:00:00,23,2023-04-24,"월요일","no",7,3,7,3,7,"A"
"N","중구",1,2023-04-25 09:00:00,9,2023-04-25,"화요일","weak",1,3,3,3,1,"B"
"N","중구",2,2023-04-25 10:00:00,10,2023-04-25,"화요일","weak",7,5,5,5,7,"B"
"N","중구",22,2023-04-25 11:00:00,11,2023-04-25,"화요일","weak",14,16,16,16,22,"B"
"N","중구",20,2023-04-25 12:00:00,12,2023-04-25,"화요일","weak",16,10,10,10,23,"B"
"N","중구",12,2023-04-25 13:00:00,13,2023-04-25,"화요일","weak",11,9,9,9,16,"B"
"N","중구",14,2023-04-25 14:00:00,14,2023-04-25,"화요일","weak",8,9,9,9,10,"B"
"N","중구",8,2023-04-25 15:00:00,15,2023-04-25,"화요일","weak",8,7,7,7,9,"B"
"N","중구",14,2023-04-25 16:00:00,16,2023-04-25,"화요일","weak",14,12,12,12,15,"B"
"N","중구",19,2023-04-25 17:00:00,17,2023-04-25,"화요일","weak",19,16,16,16,24,"B"
"N","중구",32,2023-04-25 18:00:00,18,2023-04-25,"화요일","weak",20,16,16,16,25,"B"
"N","중구",22,2023-04-25 19:00:00,19,2023-04-25,"화요일","weak",22,27,27,27,32,"B"
"N","중구",18,2023-04-25 20:00:00,20,2023-04-25,"화요일","weak",15,13,13,13,21,"B"
"N","중구",21,2023-04-25 21:00:00,21,2023-04-25,"화요일","weak",10,13,13,13,17,"B"
"N","중구",8,2023-04-25 22:00:00,22,2023-04-25,"화요일","no",4,10,10,10,6,"B"
"N","중구",5,2023-04-25 23:00:00,23,2023-04-25,"화요일","no",3,7,7,7,3,"B"
"N","중구",6,2023-04-26 09:00:00,9,2023-04-26,"수요일","no",2,5,4,4,3,"A"
"N","중구",8,2023-04-26 10:00:00,10,2023-04-26,"수요일","no",12,6,3,5,15,"A"
"N","중구",24,2023-04-26 11:00:00,11,2023-04-26,"수요일","no",22,22,22,18,31,"A"
"N","중구",19,2023-04-26 12:00:00,12,2023-04-26,"수요일","no",17,15,18,19,25,"A"
"N","중구",15,2023-04-26 13:00:00,13,2023-04-26,"수요일","no",14,14,14,13,18,"A"
"N","중구",10,2023-04-26 14:00:00,14,2023-04-26,"수요일","no",8,8,11,7,12,"A"
"N","중구",10,2023-04-26 15:00:00,15,2023-04-26,"수요일","no",11,8,12,5,18,"A"
"N","중구",14,2023-04-26 16:00:00,16,2023-04-26,"수요일","no",10,13,12,10,11,"A"
"N","중구",23,2023-04-26 17:00:00,17,2023-04-26,"수요일","no",12,19,15,20,13,"A"
"N","중구",33,2023-04-26 18:00:00,18,2023-04-26,"수요일","no",33,20,30,26,47,"A"
"N","중구",23,2023-04-26 19:00:00,19,2023-04-26,"수요일","no",30,18,29,20,39,"A"
"N","중구",16,2023-04-26 20:00:00,20,2023-04-26,"수요일","no",21,16,15,14,23,"A"
"N","중구",19,2023-04-26 21:00:00,21,2023-04-26,"수요일","no",12,13,10,14,15,"A"
"N","중구",12,2023-04-26 22:00:00,22,2023-04-26,"수요일","no",8,7,11,12,11,"A"
"N","중구",7,2023-04-26 23:00:00,23,2023-04-26,"수요일","no",8,8,4,5,9,"A"
"N","중구",3,2023-04-27 09:00:00,9,2023-04-27,"목요일","no",3,3,1,1,3,"A"
"N","중구",7,2023-04-27 10:00:00,10,2023-04-27,"목요일","no",4,4,2,10,4,"A"
"N","중구",22,2023-04-27 11:00:00,11,2023-04-27,"목요일","no",20,17,21,18,30,"A"
"N","중구",29,2023-04-27 12:00:00,12,2023-04-27,"목요일","no",25,12,33,18,36,"A"
"N","중구",16,2023-04-27 13:00:00,13,2023-04-27,"목요일","no",20,10,11,9,28,"A"
"N","중구",17,2023-04-27 14:00:00,14,2023-04-27,"목요일","no",11,8,16,8,17,"A"
"N","중구",14,2023-04-27 15:00:00,15,2023-04-27,"목요일","no",11,13,5,7,14,"A"
"N","중구",19,2023-04-27 16:00:00,16,2023-04-27,"목요일","no",11,8,11,9,13,"A"
"N","중구",18,2023-04-27 17:00:00,17,2023-04-27,"목요일","no",14,12,10,18,21,"A"
"N","중구",31,2023-04-27 18:00:00,18,2023-04-27,"목요일","no",31,23,30,32,46,"A"
"N","중구",22,2023-04-27 19:00:00,19,2023-04-27,"목요일","no",22,23,18,20,56,"A"
"N","중구",24,2023-04-27 20:00:00,20,2023-04-27,"목요일","no",23,14,20,22,30,"A"
"N","중구",19,2023-04-27 21:00:00,21,2023-04-27,"목요일","no",15,7,11,17,20,"A"
"N","중구",12,2023-04-27 22:00:00,22,2023-04-27,"목요일","no",6,11,10,15,9,"A"
"N","중구",6,2023-04-27 23:00:00,23,2023-04-27,"목요일","no",5,6,4,6,6,"A"
"N","중구",3,2023-04-28 09:00:00,9,2023-04-28,"금요일","no",3,2,3,3,3,"A"
"N","중구",7,2023-04-28 10:00:00,10,2023-04-28,"금요일","no",4,7,5,4,5,"A"
"N","중구",31,2023-04-28 11:00:00,11,2023-04-28,"금요일","no",31,20,21,28,48,"A"
"N","중구",21,2023-04-28 12:00:00,12,2023-04-28,"금요일","no",15,20,11,14,23,"A"
"N","중구",12,2023-04-28 13:00:00,13,2023-04-28,"금요일","no",14,12,11,12,16,"A"
"N","중구",16,2023-04-28 14:00:00,14,2023-04-28,"금요일","no",14,11,9,16,17,"A"
"N","중구",18,2023-04-28 15:00:00,15,2023-04-28,"금요일","no",17,11,9,8,25,"A"
"N","중구",14,2023-04-28 16:00:00,16,2023-04-28,"금요일","no",14,10,10,10,21,"A"
"N","중구",29,2023-04-28 17:00:00,17,2023-04-28,"금요일","no",24,17,15,17,35,"A"
"N","중구",41,2023-04-28 18:00:00,18,2023-04-28,"금요일","no",35,32,24,26,52,"A"
"N","중구",26,2023-04-28 19:00:00,19,2023-04-28,"금요일","no",25,20,28,22,39,"A"
"N","중구",33,2023-04-28 20:00:00,20,2023-04-28,"금요일","no",25,19,22,21,33,"A"
"N","중구",26,2023-04-28 21:00:00,21,2023-04-28,"금요일","no",20,16,15,13,24,"A"
"N","중구",19,2023-04-28 22:00:00,22,2023-04-28,"금요일","no",14,12,18,17,18,"A"
